Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,Churn_Label,Tenure_Group
16,7,4,"Laptop & Accessory",3,Married,3,0,7.0,174.07,0,Retained,">12 Months (Low Risk)"
7,8,4,"Laptop & Accessory",5,Married,7,0,9.0,159.57,0,Retained,"4-12 Months (Medium Risk)"
0,29,4,"Laptop & Accessory",3,Divorced,4,1,1.0,159.16,1,Churned,"0-3 Months (High Risk)"
8,8,4,Fashion,1,Single,3,0,,223.88,0,Retained,"4-12 Months (Medium Risk)"
2,8,3,"Laptop & Accessory",2,Single,2,0,9.0,145.54,0,Retained,"0-3 Months (High Risk)"
2,24,4,"Laptop & Accessory",5,Married,3,0,9.0,170.58,0,Retained,"0-3 Months (High Risk)"
8,15,4,Fashion,3,Married,2,1,15.0,206.85000000000002,0,Retained,"4-12 Months (Medium Risk)"
4,32,4,"Laptop & Accessory",3,Divorced,9,1,3.0,172.36,0,Retained,"4-12 Months (Medium Risk)"
21,23,2,"Laptop & Accessory",3,Married,3,1,8.0,175.67,0,Retained,">12 Months (Low Risk)"
15,8,4,"Mobile Phone",1,Married,5,0,1.0,152.82,0,Retained,">12 Months (Low Risk)"
13,16,4,"Laptop & Accessory",4,Single,22,0,4.0,192.82,0,Retained,">12 Months (Low Risk)"
10,24,5,"Laptop & Accessory",4,Married,4,0,4.0,180.07,0,Retained,"4-12 Months (Medium Risk)"
4,13,1,"Laptop & Accessory",1,Married,5,0,7.0,169.29,0,Retained,"4-12 Months (Medium Risk)"
1,9,4,"Mobile Phone",4,Married,11,0,3.0,159.68,0,Retained,"0-3 Months (High Risk)"
0,17,2,"Laptop & Accessory",3,Divorced,9,0,2.0,147.07,1,Churned,"0-3 Months (High Risk)"
3,30,3,Mobile,3,Married,2,0,0.0,126.93,0,Retained,"0-3 Months (High Risk)"
10,9,4,"Mobile Phone",3,Single,6,0,10.0,150.19,0,Retained,"4-12 Months (Medium Risk)"
24,9,4,Grocery,3,Married,7,0,4.0,301.39,0,Retained,">12 Months (Low Risk)"
7,8,3,"Laptop & Accessory",2,Single,2,0,4.0,162.74,0,Retained,"4-12 Months (Medium Risk)"
8,7,2,"Mobile Phone",1,Single,4,0,4.0,157.8,0,Retained,"4-12 Months (Medium Risk)"
7,7,2,"Laptop & Accessory",4,Married,3,1,3.0,179.88,0,Retained,"4-12 Months (Medium Risk)"
0,9,4,Mobile,1,Married,1,1,0.0,128.53,1,Churned,"0-3 Months (High Risk)"
16,9,4,"Mobile Phone",3,Married,2,1,1.0,151.96,0,Retained,">12 Months (Low Risk)"
9,9,3,"Laptop & Accessory",4,Single,5,0,7.0,144.85,0,Retained,"4-12 Months (Medium Risk)"
28,18,4,Grocery,1,Married,5,0,13.0,285.32,0,Retained,">12 Months (Low Risk)"
0,6,4,"Laptop & Accessory",2,Divorced,7,0,2.0,147.75,0,Retained,"0-3 Months (High Risk)"
1,22,4,Fashion,3,Married,9,1,8.0,261.1,1,Churned,"0-3 Months (High Risk)"
9,9,3,"Mobile Phone",4,Married,2,0,7.0,136.92,0,Retained,"4-12 Months (Medium Risk)"
29,27,4,"Laptop & Accessory",1,Married,5,1,9.0,179.15,0,Retained,">12 Months (Low Risk)"
0,13,5,"Laptop & Accessory",3,Single,2,1,6.0,160.74,1,Churned,"0-3 Months (High Risk)"
9,17,4,"Laptop & Accessory",3,Single,5,1,5.0,186.42,0,Retained,"4-12 Months (Medium Risk)"
8,17,4,"Laptop & Accessory",3,Married,3,1,8.0,165.01,0,Retained,"4-12 Months (Medium Risk)"
2,13,3,"Laptop & Accessory",1,Married,2,1,0.0,166.23,0,Retained,"0-3 Months (High Risk)"
29,9,5,Grocery,5,Single,9,0,3.0,292.56,0,Retained,">12 Months (Low Risk)"
7,24,4,Grocery,3,Single,3,0,1.0,299.44,0,Retained,"4-12 Months (Medium Risk)"
20,10,4,Grocery,3,Divorced,5,0,10.0,299.65,0,Retained,">12 Months (Low Risk)"
6,36,4,"Mobile Phone",3,Single,11,0,8.0,165.25,0,Retained,"4-12 Months (Medium Risk)"
27,8,4,Fashion,3,Divorced,7,0,0.0,206.86,0,Retained,">12 Months (Low Risk)"
3,7,4,"Laptop & Accessory",5,Married,2,0,3.0,178.73,0,Retained,"0-3 Months (High Risk)"
31,14,2,"Laptop & Accessory",2,Married,2,1,10.0,177.2,0,Retained,">12 Months (Low Risk)"
30,9,4,"Laptop & Accessory",2,Single,6,0,5.0,151.71,0,Retained,">12 Months (Low Risk)"
1,23,4,"Laptop & Accessory",5,Single,7,0,3.0,178.24,1,Churned,"0-3 Months (High Risk)"
15,21,4,"Mobile Phone",3,Married,6,0,9.0,149.51,0,Retained,">12 Months (Low Risk)"
18,36,4,"Laptop & Accessory",1,Single,3,0,18.0,170.41,0,Retained,">12 Months (Low Risk)"
15,14,3,Others,1,Married,2,0,9.0,284.3,0,Retained,">12 Months (Low Risk)"
20,9,4,Fashion,1,Married,5,0,,210.78,0,Retained,">12 Months (Low Risk)"
4,32,4,"Laptop & Accessory",3,Married,9,1,3.0,172.36,0,Retained,"4-12 Months (Medium Risk)"
9,9,4,"Laptop & Accessory",5,Married,4,0,1.0,175.93,0,Retained,"4-12 Months (Medium Risk)"
2,12,4,Mobile,4,Married,2,0,0.0,128.04,0,Retained,"0-3 Months (High Risk)"
0,15,3,"Mobile Phone",5,Single,8,0,4.0,142,1,Churned,"0-3 Months (High Risk)"
9,10,5,"Mobile Phone",3,Married,3,0,1.0,137.81,0,Retained,"4-12 Months (Medium Risk)"
1,21,4,"Mobile Phone",5,Married,3,1,9.0,147.35,0,Retained,"0-3 Months (High Risk)"
6,16,6,"Laptop & Accessory",1,Married,2,0,8.0,171.68,0,Retained,"4-12 Months (Medium Risk)"
1,31,6,"Mobile Phone",2,Single,3,1,1.0,136.18,1,Churned,"0-3 Months (High Risk)"
20,8,3,"Laptop & Accessory",1,Married,6,0,4.0,150.7,0,Retained,">12 Months (Low Risk)"
12,30,3,"Laptop & Accessory",1,Single,8,0,7.0,141.08,0,Retained,"4-12 Months (Medium Risk)"
31,13,4,"Mobile Phone",3,Married,10,0,3.0,147.67,0,Retained,">12 Months (Low Risk)"
1,21,4,"Mobile Phone",1,Married,7,1,5.0,149.36,1,Churned,"0-3 Months (High Risk)"
1,7,4,"Laptop & Accessory",3,Divorced,2,0,3.0,173.98,0,Retained,"0-3 Months (High Risk)"
10,31,3,"Laptop & Accessory",3,Married,4,1,7.0,144.49,0,Retained,"4-12 Months (Medium Risk)"
3,10,5,Fashion,3,Divorced,3,0,8.0,244.35000000000002,0,Retained,"0-3 Months (High Risk)"
4,10,1,"Mobile Phone",3,Married,9,0,2.0,139.78,0,Retained,"4-12 Months (Medium Risk)"
4,11,3,Mobile,4,Married,2,0,2.0,127.88999999999999,0,Retained,"4-12 Months (Medium Risk)"
4,7,4,"Mobile Phone",4,Divorced,2,1,8.0,160.79,0,Retained,"4-12 Months (Medium Risk)"
5,9,6,"Mobile Phone",1,Married,3,1,1.0,136.29,0,Retained,"4-12 Months (Medium Risk)"
6,17,4,Fashion,1,Single,4,0,1.0,237.44,0,Retained,"4-12 Months (Medium Risk)"
28,8,4,Mobile,1,Married,9,0,4.0,126.62,0,Retained,">12 Months (Low Risk)"
22,8,3,Others,1,Married,4,0,3.0,291.61,0,Retained,">12 Months (Low Risk)"
5,16,5,"Mobile Phone",4,Single,2,1,3.0,151.57,0,Retained,"4-12 Months (Medium Risk)"
19,6,1,Grocery,5,Single,2,0,12.0,275.67,0,Retained,">12 Months (Low Risk)"
7,21,3,Grocery,5,Married,8,0,9.0,270.07,0,Retained,"4-12 Months (Medium Risk)"
2,8,3,"Laptop & Accessory",1,Single,2,0,9.0,145.54,0,Retained,"0-3 Months (High Risk)"
28,32,4,Others,1,Married,2,0,13.0,295.86,0,Retained,">12 Months (Low Risk)"
1,22,6,"Laptop & Accessory",1,Married,8,1,3.0,179.4,1,Churned,"0-3 Months (High Risk)"
1,10,4,"Mobile Phone",5,Single,2,0,5.0,156.02,1,Churned,"0-3 Months (High Risk)"
13,22,3,Mobile,3,Married,10,0,0.0,135.44,0,Retained,">12 Months (Low Risk)"
17,17,4,"Mobile Phone",2,Single,2,0,8.0,149.55,0,Retained,">12 Months (Low Risk)"
16,12,4,Others,3,Married,8,0,14.0,293.92,0,Retained,">12 Months (Low Risk)"
7,19,3,Fashion,3,Married,2,0,1.0,186.28,0,Retained,"4-12 Months (Medium Risk)"
8,15,2,"Laptop & Accessory",3,Married,4,0,3.0,169.04,0,Retained,"4-12 Months (Medium Risk)"
0,7,3,Mobile,1,Married,5,0,2.0,132.29,0,Retained,"0-3 Months (High Risk)"
15,23,2,"Laptop & Accessory",5,Single,4,1,2.0,165.45,0,Retained,">12 Months (Low Risk)"
1,23,4,Fashion,3,Married,4,0,1.0,206.61,1,Churned,"0-3 Months (High Risk)"
7,9,3,"Laptop & Accessory",4,Married,2,0,9.0,154.33,0,Retained,"4-12 Months (Medium Risk)"
16,13,4,Fashion,5,Married,11,0,8.0,258.48,0,Retained,">12 Months (Low Risk)"
16,22,3,Grocery,2,Divorced,6,1,9.0,260.64,0,Retained,">12 Months (Low Risk)"
4,9,3,Mobile,5,Married,2,1,3.0,130.65,0,Retained,"4-12 Months (Medium Risk)"
0,35,3,"Mobile Phone",5,Married,2,0,2.0,139.07,0,Retained,"0-3 Months (High Risk)"
2,36,4,"Laptop & Accessory",5,Divorced,9,1,1.0,191.73,1,Churned,"0-3 Months (High Risk)"
1,7,4,"Mobile Phone",2,Single,3,0,1.0,141.11,0,Retained,"0-3 Months (High Risk)"
1,18,4,"Mobile Phone",4,Married,3,0,3.0,147.44,0,Retained,"0-3 Months (High Risk)"
1,14,6,"Laptop & Accessory",3,Single,3,1,7.0,185.74,1,Churned,"0-3 Months (High Risk)"
8,8,3,"Laptop & Accessory",4,Single,6,0,2.0,144.25,0,Retained,"4-12 Months (Medium Risk)"
6,10,4,"Laptop & Accessory",5,Divorced,3,0,4.0,192.25,0,Retained,"4-12 Months (Medium Risk)"
10,19,3,"Laptop & Accessory",1,Married,2,0,7.0,142.85,0,Retained,"4-12 Months (Medium Risk)"
11,36,4,Fashion,4,Married,3,1,10.0,243.49,1,Churned,"4-12 Months (Medium Risk)"
6,8,4,Fashion,1,Married,3,0,,229.22,0,Retained,"4-12 Months (Medium Risk)"
19,30,4,"Laptop & Accessory",5,Divorced,3,1,9.0,161.33,0,Retained,">12 Months (Low Risk)"
1,17,4,"Laptop & Accessory",5,Single,3,0,9.0,167.13,1,Churned,"0-3 Months (High Risk)"
6,23,3,Grocery,3,Single,2,0,0.0,274.44,0,Retained,"4-12 Months (Medium Risk)"
31,31,3,Fashion,2,Married,5,1,,219.39,0,Retained,">12 Months (Low Risk)"
5,15,3,"Laptop & Accessory",1,Married,2,1,5.0,163.22,0,Retained,"4-12 Months (Medium Risk)"
1,12,2,"Mobile Phone",3,Single,5,1,4.0,149.32,1,Churned,"0-3 Months (High Risk)"
8,17,2,"Laptop & Accessory",1,Married,3,0,3.0,172.24,0,Retained,"4-12 Months (Medium Risk)"
8,9,4,"Laptop & Accessory",1,Single,3,0,5.0,187.74,0,Retained,"4-12 Months (Medium Risk)"
27,10,4,Grocery,3,Divorced,5,1,4.0,300.84,0,Retained,">12 Months (Low Risk)"
21,9,5,"Mobile Phone",2,Single,3,1,3.0,157.94,0,Retained,">12 Months (Low Risk)"
4,14,4,"Laptop & Accessory",5,Married,9,0,3.0,172.79,0,Retained,"4-12 Months (Medium Risk)"
5,35,4,Mobile,4,Single,2,0,1.0,128.37,0,Retained,"4-12 Months (Medium Risk)"
28,8,3,Fashion,4,Married,4,0,,209.76,0,Retained,">12 Months (Low Risk)"
5,18,4,"Mobile Phone",2,Divorced,5,1,3.0,148.56,0,Retained,"4-12 Months (Medium Risk)"
10,11,3,"Laptop & Accessory",1,Married,8,0,4.0,163.47,0,Retained,"4-12 Months (Medium Risk)"
0,22,3,"Laptop & Accessory",5,Single,6,0,2.0,153.24,1,Churned,"0-3 Months (High Risk)"
1,7,5,"Mobile Phone",3,Married,3,0,4.0,145.07,0,Retained,"0-3 Months (High Risk)"
16,17,4,"Mobile Phone",3,Married,5,0,4.0,154.36,0,Retained,">12 Months (Low Risk)"
4,9,4,"Mobile Phone",1,Single,2,0,8.0,150.64,0,Retained,"4-12 Months (Medium Risk)"
5,21,3,"Laptop & Accessory",1,Married,6,0,2.0,166.67,0,Retained,"4-12 Months (Medium Risk)"
1,19,4,"Laptop & Accessory",1,Single,5,1,8.0,170.81,1,Churned,"0-3 Months (High Risk)"
11,8,4,Fashion,3,Married,4,1,2.0,177.56,0,Retained,"4-12 Months (Medium Risk)"
8,7,4,"Mobile Phone",5,Married,7,0,4.0,154.96,0,Retained,"4-12 Months (Medium Risk)"
1,17,4,"Laptop & Accessory",2,Single,2,0,2.0,174.5,0,Retained,"0-3 Months (High Risk)"
10,15,5,Fashion,5,Single,3,0,10.0,200.87,0,Retained,"4-12 Months (Medium Risk)"
1,19,3,"Mobile Phone",4,Single,3,0,1.0,152.16,1,Churned,"0-3 Months (High Risk)"
14,10,5,"Mobile Phone",3,Married,3,1,3.0,151.83,1,Churned,">12 Months (Low Risk)"
1,9,4,"Mobile Phone",3,Single,8,0,2.0,168.82,1,Churned,"0-3 Months (High Risk)"
1,12,5,"Mobile Phone",3,Single,2,0,1.0,154.66,0,Retained,"0-3 Months (High Risk)"
12,9,4,"Laptop & Accessory",3,Married,1,0,7.0,130.69,0,Retained,"4-12 Months (Medium Risk)"
7,8,3,"Laptop & Accessory",1,Single,2,0,11.0,166.87,0,Retained,"4-12 Months (Medium Risk)"
6,9,3,Mobile,3,Married,2,1,0.0,129.09,0,Retained,"4-12 Months (Medium Risk)"
9,8,6,"Mobile Phone",1,Married,3,0,2.0,154.77,0,Retained,"4-12 Months (Medium Risk)"
21,7,4,Others,1,Single,7,0,0.0,282.65,0,Retained,">12 Months (Low Risk)"
10,9,4,"Laptop & Accessory",4,Single,11,1,13.0,179.1,0,Retained,"4-12 Months (Medium Risk)"
8,15,4,"Laptop & Accessory",3,Single,5,0,4.0,186.42,0,Retained,"4-12 Months (Medium Risk)"
3,11,3,Fashion,1,Married,3,0,4.0,194.19,0,Retained,"0-3 Months (High Risk)"
10,16,3,Mobile,5,Married,7,0,3.0,134.52,0,Retained,"4-12 Months (Medium Risk)"
1,9,5,"Mobile Phone",3,Single,8,1,1.0,145.9,1,Churned,"0-3 Months (High Risk)"
0,13,3,Mobile,3,Divorced,2,1,2.0,128.86,1,Churned,"0-3 Months (High Risk)"
25,21,4,"Laptop & Accessory",2,Divorced,6,0,8.0,174.36,0,Retained,">12 Months (Low Risk)"
14,9,2,"Laptop & Accessory",3,Married,7,0,9.0,188.77,0,Retained,">12 Months (Low Risk)"
1,25,4,Mobile,5,Married,2,0,3.0,131.96,0,Retained,"0-3 Months (High Risk)"
1,16,4,"Mobile Phone",1,Single,3,0,3.0,151.1,0,Retained,"0-3 Months (High Risk)"
11,8,3,"Laptop & Accessory",3,Married,10,0,0.0,165.53,0,Retained,"4-12 Months (Medium Risk)"
17,9,5,Fashion,1,Married,2,0,,226.69,1,Churned,">12 Months (Low Risk)"
10,17,3,"Mobile Phone",3,Single,5,0,2.0,136.29,0,Retained,"4-12 Months (Medium Risk)"
19,32,5,"Laptop & Accessory",1,Married,2,0,9.0,184.06,0,Retained,">12 Months (Low Risk)"
7,8,1,Mobile,1,Married,1,1,2.0,129.32,0,Retained,"4-12 Months (Medium Risk)"
3,15,6,"Laptop & Accessory",5,Married,5,0,,222.15,0,Retained,"0-3 Months (High Risk)"
4,12,5,"Laptop & Accessory",3,Married,3,0,3.0,186.18,0,Retained,"4-12 Months (Medium Risk)"
30,6,3,Others,5,Divorced,4,1,5.0,297.01,0,Retained,">12 Months (Low Risk)"
1,17,4,Mobile,3,Single,3,1,2.0,135.09,1,Churned,"0-3 Months (High Risk)"
10,34,4,"Laptop & Accessory",3,Married,8,0,8.0,177.37,0,Retained,"4-12 Months (Medium Risk)"
1,8,6,"Mobile Phone",3,Single,3,0,1.0,138.59,1,Churned,"0-3 Months (High Risk)"
5,19,4,Others,3,Married,3,0,9.0,320.45,1,Churned,"4-12 Months (Medium Risk)"
10,6,3,Fashion,2,Single,5,0,2.0,174.91,0,Retained,"4-12 Months (Medium Risk)"
7,16,3,"Laptop & Accessory",3,Married,2,1,7.0,140.01,0,Retained,"4-12 Months (Medium Risk)"
15,11,3,Fashion,4,Single,10,1,7.0,184.46,1,Churned,">12 Months (Low Risk)"
17,10,3,"Laptop & Accessory",4,Single,10,0,3.0,159.33,0,Retained,">12 Months (Low Risk)"
6,11,4,Fashion,2,Married,5,0,2.0,171.19,0,Retained,"4-12 Months (Medium Risk)"
1,9,4,"Mobile Phone",1,Married,8,1,3.0,162.22,1,Churned,"0-3 Months (High Risk)"
28,24,3,"Laptop & Accessory",4,Married,4,1,7.0,163.85,0,Retained,">12 Months (Low Risk)"
7,13,3,Mobile,1,Single,2,0,0.0,129.72,0,Retained,"4-12 Months (Medium Risk)"
16,16,5,Others,1,Single,10,0,2.0,321.13,0,Retained,">12 Months (Low Risk)"
18,8,3,"Laptop & Accessory",4,Divorced,1,0,7.0,148.05,0,Retained,">12 Months (Low Risk)"
19,30,4,"Laptop & Accessory",5,Married,3,1,9.0,161.33,0,Retained,">12 Months (Low Risk)"
0,8,3,Mobile,3,Single,3,0,0.0,134.85,1,Churned,"0-3 Months (High Risk)"
1,30,5,"Laptop & Accessory",1,Married,9,1,1.0,166.57,0,Retained,"0-3 Months (High Risk)"
19,8,3,Others,1,Married,8,1,2.0,293.28,0,Retained,">12 Months (Low Risk)"
15,26,4,"Laptop & Accessory",5,Married,4,0,1.0,155.72,0,Retained,">12 Months (Low Risk)"
30,30,4,Grocery,4,Divorced,6,1,10.0,259.02,0,Retained,">12 Months (Low Risk)"
22,13,4,Fashion,3,Single,9,0,0.0,145,0,Retained,">12 Months (Low Risk)"
10,15,3,Fashion,4,Married,2,0,7.0,188.34,0,Retained,"4-12 Months (Medium Risk)"
1,9,4,"Mobile Phone",5,Married,5,0,1.0,148.22,0,Retained,"0-3 Months (High Risk)"
3,12,4,"Laptop & Accessory",2,Divorced,5,0,1.0,145.86,1,Churned,"0-3 Months (High Risk)"
5,15,4,Fashion,2,Married,3,0,10.0,232.93,0,Retained,"4-12 Months (Medium Risk)"
1,10,5,"Mobile Phone",3,Single,3,0,3.0,155.33,0,Retained,"0-3 Months (High Risk)"
11,18,4,Fashion,1,Married,3,1,8.0,246.85000000000002,0,Retained,"4-12 Months (Medium Risk)"
7,8,3,"Laptop & Accessory",5,Single,1,1,2.0,145.38,0,Retained,"4-12 Months (Medium Risk)"
2,8,3,"Laptop & Accessory",1,Married,2,0,3.0,188.53,0,Retained,"0-3 Months (High Risk)"
23,7,4,Grocery,3,Single,6,0,1.0,278.79,0,Retained,">12 Months (Low Risk)"
10,33,1,"Laptop & Accessory",3,Single,5,1,3.0,163.97,1,Churned,"4-12 Months (Medium Risk)"
1,29,4,"Mobile Phone",3,Single,3,1,1.0,141.75,1,Churned,"0-3 Months (High Risk)"
8,33,5,"Mobile Phone",3,Married,3,0,1.0,145.29,0,Retained,"4-12 Months (Medium Risk)"
1,11,4,"Mobile Phone",3,Single,3,0,1.0,148.18,0,Retained,"0-3 Months (High Risk)"
9,9,4,Fashion,1,Married,1,0,4.0,176.44,0,Retained,"4-12 Months (Medium Risk)"
0,10,3,Mobile,4,Single,2,0,2.0,132.95,0,Retained,"0-3 Months (High Risk)"
4,8,3,"Laptop & Accessory",5,Single,8,0,3.0,153.32,0,Retained,"4-12 Months (Medium Risk)"
1,11,3,"Laptop & Accessory",5,Single,1,0,3.0,184.63,0,Retained,"0-3 Months (High Risk)"
1,9,4,"Laptop & Accessory",3,Single,3,1,5.0,169.78,0,Retained,"0-3 Months (High Risk)"
10,7,4,"Laptop & Accessory",4,Married,2,0,6.0,177.28,0,Retained,"4-12 Months (Medium Risk)"
1,17,4,Fashion,5,Married,3,0,,212.93,0,Retained,"0-3 Months (High Risk)"
11,6,4,"Laptop & Accessory",2,Single,5,0,1.0,186.86,0,Retained,"4-12 Months (Medium Risk)"
13,13,2,Fashion,3,Married,4,0,7.0,207.37,0,Retained,">12 Months (Low Risk)"
9,14,4,Fashion,3,Single,5,0,,227.21,0,Retained,"4-12 Months (Medium Risk)"
3,14,4,"Laptop & Accessory",1,Married,3,1,1.0,191.23,0,Retained,"0-3 Months (High Risk)"
4,36,4,"Laptop & Accessory",5,Married,10,0,4.0,166.15,0,Retained,"4-12 Months (Medium Risk)"
14,13,1,Mobile,3,Married,2,0,8.0,133.76,0,Retained,">12 Months (Low Risk)"
1,21,4,"Mobile Phone",3,Single,3,0,1.0,140.14,0,Retained,"0-3 Months (High Risk)"
2,6,3,"Laptop & Accessory",3,Married,2,0,9.0,143.19,0,Retained,"0-3 Months (High Risk)"
1,28,5,"Mobile Phone",5,Married,2,0,1.0,147.96,0,Retained,"0-3 Months (High Risk)"
5,10,4,"Laptop & Accessory",3,Divorced,2,0,8.0,161.62,0,Retained,"4-12 Months (Medium Risk)"
1,9,4,"Laptop & Accessory",1,Married,2,0,3.0,167.27,0,Retained,"0-3 Months (High Risk)"
14,9,4,"Laptop & Accessory",4,Married,3,0,4.0,189.38,0,Retained,">12 Months (Low Risk)"
9,10,4,"Laptop & Accessory",2,Single,2,0,8.0,158.1,0,Retained,"4-12 Months (Medium Risk)"
8,34,4,"Mobile Phone",4,Single,4,0,3.0,148.11,0,Retained,"4-12 Months (Medium Risk)"
9,30,4,"Mobile Phone",5,Married,5,1,3.0,165.14,0,Retained,"4-12 Months (Medium Risk)"
27,11,3,Others,5,Divorced,5,0,2.0,294.06,0,Retained,">12 Months (Low Risk)"
11,10,4,"Laptop & Accessory",4,Single,5,0,2.0,166.07,0,Retained,"4-12 Months (Medium Risk)"
9,6,3,"Laptop & Accessory",2,Single,5,0,0.0,166.53,0,Retained,"4-12 Months (Medium Risk)"
0,28,3,"Laptop & Accessory",3,Married,2,1,7.0,161.79,1,Churned,"0-3 Months (High Risk)"
1,13,2,"Mobile Phone",1,Married,2,0,8.0,150.44,0,Retained,"0-3 Months (High Risk)"
20,10,3,"Laptop & Accessory",1,Single,2,1,7.0,141.63,0,Retained,">12 Months (Low Risk)"
31,7,4,"Laptop & Accessory",3,Married,4,0,3.0,192.55,0,Retained,">12 Months (Low Risk)"
19,24,3,"Laptop & Accessory",3,Married,3,0,8.0,148.1,0,Retained,">12 Months (Low Risk)"
13,15,4,"Mobile Phone",3,Divorced,3,0,8.0,162.55,0,Retained,">12 Months (Low Risk)"
26,13,3,Others,3,Married,4,0,7.0,286.06,0,Retained,">12 Months (Low Risk)"
6,14,3,"Mobile Phone",4,Divorced,3,0,4.0,152.94,0,Retained,"4-12 Months (Medium Risk)"
5,6,3,Mobile,2,Married,1,0,2.0,123.13999999999999,0,Retained,"4-12 Months (Medium Risk)"
13,17,4,"Laptop & Accessory",5,Married,4,0,8.0,178.77,0,Retained,">12 Months (Low Risk)"
5,14,1,"Laptop & Accessory",2,Divorced,2,0,8.0,162.09,0,Retained,"4-12 Months (Medium Risk)"
8,8,5,"Mobile Phone",4,Married,7,0,3.0,157.94,0,Retained,"4-12 Months (Medium Risk)"
3,10,4,"Laptop & Accessory",3,Married,6,1,1.0,177.38,1,Churned,"0-3 Months (High Risk)"
0,10,4,Mobile,1,Married,1,0,4.0,131.62,0,Retained,"0-3 Months (High Risk)"
16,21,4,Grocery,3,Married,2,0,11.0,276.03,0,Retained,">12 Months (Low Risk)"
18,14,3,"Laptop & Accessory",1,Married,10,0,8.0,136.97,0,Retained,">12 Months (Low Risk)"
2,29,3,"Mobile Phone",5,Single,1,0,3.0,139.04,1,Churned,"0-3 Months (High Risk)"
7,7,2,"Laptop & Accessory",5,Married,3,0,9.0,165.37,0,Retained,"4-12 Months (Medium Risk)"
6,15,2,"Laptop & Accessory",2,Divorced,3,0,9.0,187.09,0,Retained,"4-12 Months (Medium Risk)"
13,26,4,"Laptop & Accessory",1,Married,10,0,3.0,164.02,0,Retained,">12 Months (Low Risk)"
2,23,2,"Laptop & Accessory",5,Single,2,0,8.0,181.61,0,Retained,"0-3 Months (High Risk)"
1,23,3,"Laptop & Accessory",5,Married,2,0,8.0,145.58,0,Retained,"0-3 Months (High Risk)"
6,14,3,"Laptop & Accessory",3,Married,1,0,2.0,171.04,0,Retained,"4-12 Months (Medium Risk)"
25,16,4,"Mobile Phone",1,Married,5,0,4.0,145.75,0,Retained,">12 Months (Low Risk)"
9,16,5,Fashion,3,Divorced,3,1,16.0,231.85000000000002,0,Retained,"4-12 Months (Medium Risk)"
14,9,4,"Mobile Phone",3,Married,4,0,3.0,148.45,0,Retained,">12 Months (Low Risk)"
13,10,3,"Laptop & Accessory",4,Divorced,11,0,7.0,188.89,0,Retained,">12 Months (Low Risk)"
0,30,4,"Laptop & Accessory",4,Single,1,1,10.0,145.99,1,Churned,"0-3 Months (High Risk)"
25,14,3,Mobile,5,Divorced,10,0,4.0,129.5,0,Retained,">12 Months (Low Risk)"
6,14,3,"Laptop & Accessory",3,Single,3,1,0.0,163.88,0,Retained,"4-12 Months (Medium Risk)"
5,15,4,"Laptop & Accessory",1,Single,3,0,9.0,169.24,0,Retained,"4-12 Months (Medium Risk)"
4,14,4,"Laptop & Accessory",3,Married,3,0,10.0,159.91,0,Retained,"4-12 Months (Medium Risk)"
11,7,6,"Laptop & Accessory",1,Married,3,0,,220.25,0,Retained,"4-12 Months (Medium Risk)"
12,21,4,"Laptop & Accessory",4,Married,2,0,,224.24,0,Retained,"4-12 Months (Medium Risk)"
15,7,3,Fashion,5,Divorced,3,0,8.0,208.92,0,Retained,">12 Months (Low Risk)"
4,14,4,"Laptop & Accessory",5,Married,9,0,3.0,172.79,0,Retained,"4-12 Months (Medium Risk)"
14,6,4,Others,3,Married,2,0,10.0,291.89,0,Retained,">12 Months (Low Risk)"
1,11,4,Fashion,5,Single,2,1,,220.82,1,Churned,"0-3 Months (High Risk)"
8,15,2,"Laptop & Accessory",3,Married,3,0,9.0,192.99,0,Retained,"4-12 Months (Medium Risk)"
1,33,5,"Mobile Phone",3,Married,3,1,4.0,153.14,0,Retained,"0-3 Months (High Risk)"
9,9,3,"Laptop & Accessory",4,Single,5,0,7.0,144.85,0,Retained,"4-12 Months (Medium Risk)"
11,18,4,Fashion,2,Married,3,1,8.0,246.85000000000002,0,Retained,"4-12 Months (Medium Risk)"
23,25,4,"Laptop & Accessory",2,Married,3,1,8.0,193.04,0,Retained,">12 Months (Low Risk)"
1,27,4,"Laptop & Accessory",3,Single,3,0,,224.81,0,Retained,"0-3 Months (High Risk)"
5,12,4,"Laptop & Accessory",5,Single,2,0,,224.36,0,Retained,"4-12 Months (Medium Risk)"
17,7,1,"Laptop & Accessory",5,Married,3,0,2.0,150.33,0,Retained,">12 Months (Low Risk)"
16,15,4,Others,2,Married,3,0,10.0,309.3,0,Retained,">12 Months (Low Risk)"
1,7,5,"Laptop & Accessory",5,Divorced,7,0,1.0,167.98,0,Retained,"0-3 Months (High Risk)"
8,17,4,"Mobile Phone",3,Married,3,1,1.0,147.2,0,Retained,"4-12 Months (Medium Risk)"
16,9,6,Others,1,Married,3,0,10.0,323.45,1,Churned,">12 Months (Low Risk)"
7,15,5,"Mobile Phone",1,Single,2,0,3.0,148.42,0,Retained,"4-12 Months (Medium Risk)"
18,10,5,Fashion,3,Married,5,0,3.0,197.56,0,Retained,">12 Months (Low Risk)"
23,13,5,Grocery,3,Married,4,1,13.0,264.66,0,Retained,">12 Months (Low Risk)"
